代码,行业板块,Nasdaq板块,细分行业,数据源,分类快照UTC
TTRX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
TTWO,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
TULP,必需消费,Consumer Staples,Farming/Seeds/Milling,Nasdaq screener download,2026-08-09T14:32:06+00:00
TUSK,能源,Energy,Oilfield Services/Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
TVGN,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
TVRD,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
TVTX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
TW,金融,Finance,Investment Bankers/Brokers/Service,Nasdaq screener download,2026-08-09T14:32:06+00:00
TWAV,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
TWFG,金融,Finance,Specialty Insurers,Nasdaq screener download,2026-08-09T14:32:06+00:00
TWG,必需消费,Consumer Staples,Packaged Foods,Nasdaq screener download,2026-08-09T14:32:06+00:00
TWIN,工业,Industrials,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
TWLV,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
TWST,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
TXG,工业,Industrials,Biotechnology: Laboratory Analytical Instruments,Nasdaq screener download,2026-08-09T14:32:06+00:00
TXMD,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
TXN,信息技术,Technology,Semiconductors,Nasdaq screener download,2026-08-09T14:32:06+00:00
TXRH,非必需消费,Consumer Discretionary,Restaurants,Nasdaq screener download,2026-08-09T14:32:06+00:00
TYGO,信息技术,Technology,Semiconductors,Nasdaq screener download,2026-08-09T14:32:06+00:00
TYRA,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
TZOO,非必需消费,Consumer Discretionary,Advertising,Nasdaq screener download,2026-08-09T14:32:06+00:00
UCTT,信息技术,Technology,Semiconductors,Nasdaq screener download,2026-08-09T14:32:06+00:00
UEIC,必需消费,Consumer Staples,Consumer Electronics/Appliances,Nasdaq screener download,2026-08-09T14:32:06+00:00
UFG,能源,Energy,Oil Refining/Marketing,Nasdaq screener download,2026-08-09T14:32:06+00:00
UFPI,原材料,Basic Materials,Forest Products,Nasdaq screener download,2026-08-09T14:32:06+00:00
UFPT,医疗保健,Health Care,Medical/Dental Instruments,Nasdaq screener download,2026-08-09T14:32:06+00:00
UK,非必需消费,Consumer Discretionary,Business Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
ULCC,非必需消费,Consumer Discretionary,Air Freight/Delivery Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
ULH,工业,Industrials,Trucking Freight/Courier Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
ULTA,非必需消费,Consumer Discretionary,Other Specialty Stores,Nasdaq screener download,2026-08-09T14:32:06+00:00
UMBF,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
UNB,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
UNCY,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
UONE,非必需消费,Consumer Discretionary,Broadcasting,Nasdaq screener download,2026-08-09T14:32:06+00:00
UONEK,非必需消费,Consumer Discretionary,Broadcasting,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPB,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPBD,非必需消费,Consumer Discretionary,Diversified Commercial Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPC,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPLD,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPST,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPWK,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
UPXI,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
URBN,非必需消费,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Nasdaq screener download,2026-08-09T14:32:06+00:00
URGN,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
UROY,金融,Finance,Investment Bankers/Brokers/Service,Nasdaq screener download,2026-08-09T14:32:06+00:00
USAR,原材料,Basic Materials,Metal Mining,Nasdaq screener download,2026-08-09T14:32:06+00:00
USAU,原材料,Basic Materials,Metal Mining,Nasdaq screener download,2026-08-09T14:32:06+00:00
USCB,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
USDE,金融,Finance,Finance: Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
USGO,原材料,Basic Materials,Precious Metals,Nasdaq screener download,2026-08-09T14:32:06+00:00
USIO,金融,Finance,Investment Bankers/Brokers/Service,Nasdaq screener download,2026-08-09T14:32:06+00:00
UTMD,医疗保健,Health Care,Medical/Dental Instruments,Nasdaq screener download,2026-08-09T14:32:06+00:00
UTSI,通信服务,Telecommunications,Telecommunications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
UVSP,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
UYSC,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
UZX,非必需消费,Consumer Discretionary,Catalog/Specialty Distribution,Nasdaq screener download,2026-08-09T14:32:06+00:00
VABK,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
VALU,金融,Finance,Investment Managers,Nasdaq screener download,2026-08-09T14:32:06+00:00
VANI,医疗保健,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Nasdaq screener download,2026-08-09T14:32:06+00:00
VBIO,医疗保健,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Nasdaq screener download,2026-08-09T14:32:06+00:00
VC,非必需消费,Consumer Discretionary,Auto Parts:O.E.M.,Nasdaq screener download,2026-08-09T14:32:06+00:00
VCEL,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
VCTR,金融,Finance,Investment Managers,Nasdaq screener download,2026-08-09T14:32:06+00:00
VCYT,医疗保健,Health Care,Medical Specialities,Nasdaq screener download,2026-08-09T14:32:06+00:00
VECO,信息技术,Technology,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
VEEA,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VEEE,工业,Industrials,Marine Transportation,Nasdaq screener download,2026-08-09T14:32:06+00:00
VELO,信息技术,Technology,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
VERA,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VERI,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VERU,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VERX,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
VFS,工业,Industrials,Auto Manufacturing,Nasdaq screener download,2026-08-09T14:32:06+00:00
VGAS,工业,Industrials,Major Chemicals,Nasdaq screener download,2026-08-09T14:32:06+00:00
VHUB,信息技术,Technology,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
VIAV,信息技术,Technology,Semiconductors,Nasdaq screener download,2026-08-09T14:32:06+00:00
VICR,信息技术,Technology,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
VIR,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
VIRC,非必需消费,Consumer Discretionary,Industrial Specialties,Nasdaq screener download,2026-08-09T14:32:06+00:00
VISN,信息技术,Technology,Radio And Television Broadcasting And Communications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
VITL,必需消费,Consumer Staples,Packaged Foods,Nasdaq screener download,2026-08-09T14:32:06+00:00
VIVK,公用事业,Utilities,Environmental Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VIVO,公用事业,Utilities,Power Generation,Nasdaq screener download,2026-08-09T14:32:06+00:00
VIVS,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
VKTX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VLGEA,必需消费,Consumer Staples,Food Chains,Nasdaq screener download,2026-08-09T14:32:06+00:00
VLY,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
VMET,工业,Industrials,Precious Metals,Nasdaq screener download,2026-08-09T14:32:06+00:00
VNCE,非必需消费,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Nasdaq screener download,2026-08-09T14:32:06+00:00
VNDA,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VNME,金融,Finance,Blank Checks,Nasdaq screener download,2026-08-09T14:32:06+00:00
VNOM,能源,Energy,Oil & Gas Production,Nasdaq screener download,2026-08-09T14:32:06+00:00
VOR,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
VOXR,原材料,Basic Materials,Precious Metals,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRA,非必需消费,Consumer Discretionary,Apparel,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRAX,医疗保健,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRCA,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRDN,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VREX,信息技术,Technology,Industrial Machinery/Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRM,非必需消费,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRME,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRNS,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRRM,非必需消费,Consumer Discretionary,Transportation Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRSK,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRSN,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRTX,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VRXA,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VS,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
VSAT,非必需消费,Consumer Discretionary,Telecommunications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
VSEC,非必需消费,Consumer Discretionary,Military/Government/Technical,Nasdaq screener download,2026-08-09T14:32:06+00:00
VSME,非必需消费,Consumer Discretionary,Advertising,Nasdaq screener download,2026-08-09T14:32:06+00:00
VSNT,工业,Industrials,Broadcasting,Nasdaq screener download,2026-08-09T14:32:06+00:00
VSTM,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VTGN,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VTIX,信息技术,Technology,Computer peripheral equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
VTRS,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VTSI,非必需消费,Consumer Discretionary,Miscellaneous manufacturing industries,Nasdaq screener download,2026-08-09T14:32:06+00:00
VTVT,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
VUZI,信息技术,Technology,Radio And Television Broadcasting And Communications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
VVOS,医疗保健,Health Care,Medical/Dental Instruments,Nasdaq screener download,2026-08-09T14:32:06+00:00
VWAV,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
VYGR,医疗保健,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Nasdaq screener download,2026-08-09T14:32:06+00:00
WABC,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
WAFD,金融,Finance,Major Banks,Nasdaq screener download,2026-08-09T14:32:06+00:00
WAFU,房地产,Real Estate,Other Consumer Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
WATT,信息技术,Technology,Radio And Television Broadcasting And Communications Equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
WAY,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
WBD,通信服务,Telecommunications,Cable & Other Pay Television Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
WBTN,非必需消费,Consumer Discretionary,Publishing,Nasdaq screener download,2026-08-09T14:32:06+00:00
WBUY,非必需消费,Consumer Discretionary,Other Specialty Stores,Nasdaq screener download,2026-08-09T14:32:06+00:00
WCT,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
WDAY,信息技术,Technology,EDP Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
WDC,信息技术,Technology,Electronic Components,Nasdaq screener download,2026-08-09T14:32:06+00:00
WDFC,工业,Industrials,Major Chemicals,Nasdaq screener download,2026-08-09T14:32:06+00:00
WEN,非必需消费,Consumer Discretionary,Restaurants,Nasdaq screener download,2026-08-09T14:32:06+00:00
WERN,工业,Industrials,Trucking Freight/Courier Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
WEST,必需消费,Consumer Staples,Beverages (Production/Distribution),Nasdaq screener download,2026-08-09T14:32:06+00:00
WETH,信息技术,Technology,Computer peripheral equipment,Nasdaq screener download,2026-08-09T14:32:06+00:00
WETO,工业,Industrials,Other Transportation,Nasdaq screener download,2026-08-09T14:32:06+00:00
WEYS,必需消费,Consumer Staples,Apparel,Nasdaq screener download,2026-08-09T14:32:06+00:00
WFCF,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
WFF,非必需消费,Consumer Discretionary,Miscellaneous manufacturing industries,Nasdaq screener download,2026-08-09T14:32:06+00:00
WFRD,非必需消费,Consumer Discretionary,Oil and Gas Field Machinery,Nasdaq screener download,2026-08-09T14:32:06+00:00
WGS,医疗保健,Health Care,Medical/Nursing Services,Nasdaq screener download,2026-08-09T14:32:06+00:00
WHF,金融,Finance,Finance Companies,Nasdaq screener download,2026-08-09T14:32:06+00:00
WHWK,医疗保健,Health Care,Biotechnology: Pharmaceutical Preparations,Nasdaq screener download,2026-08-09T14:32:06+00:00
WILC,非必需消费,Consumer Discretionary,Food Distributors,Nasdaq screener download,2026-08-09T14:32:06+00:00
WIMI,信息技术,Technology,Computer Software: Prepackaged Software,Nasdaq screener download,2026-08-09T14:32:06+00:00
WINA,非必需消费,Consumer Discretionary,Other Specialty Stores,Nasdaq screener download,2026-08-09T14:32:06+00:00
WING,非必需消费,Consumer Discretionary,Restaurants,Nasdaq screener download,2026-08-09T14:32:06+00:00
WIX,信息技术,Technology,Computer Software: Programming Data Processing,Nasdaq screener download,2026-08-09T14:32:06+00:00
WKHS,工业,Industrials,Auto Manufacturing,Nasdaq screener download,2026-08-09T14:32:06+00:00
WKSP,非必需消费,Consumer Discretionary,Auto Parts:O.E.M.,Nasdaq screener download,2026-08-09T14:32:06+00:00
